track,artistname,artist_count,releasedyear,releasedmonth,releasedday,spotify_playlists,spotify_charts,streams,apple_playlists,apple_charts,deezer_playlists,deezer_charts,shazam_charts,bpm,key,mode,danceability,valence,energy,acousticness,instrumentalness,liveness,speechiness,country_mb,tags_lastfm
say you won't let go,james arthur,1,2016,9,9,15722,16,2420461338,231,37,"1,509",0,13,99,a#,major,40,45,56,69,0,9,5,united kingdom,pop; british; indie; acoustic; x factor; male vocalists; alternative; seen live; indie pop; singer-songwriter; rock; english; uk; male vocalist; united kingdom; all; x-factor; cant sing; x factor crap; male; soul; instrumental; pop rock; britpop; england; genius; garage rock; garage; singer/songwriter; love it; <3; impossible; winner; the worst thing ever to happen to music; loved artists; swag; simply the best; song writer; acoutic; upd; the x factor;  ; excuse me while i replay this a thousand more times; not k-pop; x factor 2012; kksi; zermatt unplugged 2014; james arthur; saltburn; x factor uk; inpossible; staracademy; your beast
hummingbird (metro boomin & james blake),"james blake, metro boomin",2,2023,6,2,277,1,39666245,1,20,5,0,1,81,f#,major,59,26,60,46,1,25,13,nan,nan
ferrari,"james hype, miggy dela rosa",2,2022,3,14,7758,28,462791599,173,79,175,0,168,125,c#,minor,84,70,69,1,0,5,5,nan,nan
lagunas,"jasiel nuï¿½ï¿½ez, peso p",2,2023,6,22,58,18,39058561,2,106,4,2,184,116,b,major,77,79,62,33,1,15,3,nan,nan
rosa pastel,"jasiel nuï¿½ï¿½ez, peso p",2,2023,2,2,200,4,90025258,8,77,2,1,1,123,g,minor,70,86,68,24,0,11,4,nan,nan
acapulco,jason derulo,1,2021,9,1,3098,0,363467642,111,5,182,1,0,122,a#,major,77,51,79,5,0,16,5,united states,rnb; pop; male vocalists; urban; jason derulo; hip-hop; r&b; american; dance; soul; hip hop; seen live; electronic; jason; dance-pop; justin bieber; partymusic; rap; singer-songwriter; united states; sexy; usa; house; male vocalist; 00s; english; 2010s; <3; florida; autotune; electropop; rock; favorites; acoustic; smooth; dance pop; shit; miami; male vocals; 2000s; 10s; i; r'n'b; all; akon; party song; black music; haitian; modern hip-hop; in my head; camryn; jason derulo watcha say
infinity,jaymes young,1,2017,6,23,4375,0,888046992,24,0,396,0,0,122,b,minor,67,50,67,15,0,30,4,united states,indie; alternative; experimental rock; indie rock; rock; indie pop; electronic; electropop; electronica; singer-songwriter; pop; dreamy; male vocalists; british; folk; dream pop; american; new indie; seen live; alternative rock; usa; calm; other; r&b; deep; synthpop; los angeles; check out; electric; electro-pop; saw live; louise; all; indie alternative; downtemp; prog-rnb; again; north american; los angeles ca; descubierto en 2013; discovered in 2013; nc 50
la canciï¿½,"j balvin, bad bunny",2,2019,6,28,6398,31,1435127549,177,109,305,3,5,176,g,major,75,43,65,15,0,11,32,nan,nan
quï¿½ï¿½ mï¿½ï¿,"j balvin, maria becerra",2,2021,1,28,8087,0,720825549,92,34,131,0,0,102,g#,major,89,77,82,3,0,17,11,nan,nan
am remix,"j balvin, nio garcia, bad bunny",3,2021,6,24,6556,0,528544703,93,5,67,1,0,172,f#,minor,74,79,66,11,0,8,16,nan,nan
zoom,jessi,1,2022,4,13,608,0,136996305,5,29,14,0,0,100,f#,major,87,46,60,1,0,13,16,nan,k-pop; kpop; hip-hop; korean; electronic; pop; rock; rap; sexy; female vocalists; dance; asian; rnb; female vocals; under 2000 listeners; 10s; 2010s; 2015; trans; best of 2015; korean pop; bitch; female rapper; 2010s pop; asian pop; jessi; 10s pop; best of 10s; best of 2010s; polish queen; 10s k-pop; best of 10s pop; best of 2010s pop; 2015 pop
surface pressure,jessica darrow,1,2021,11,19,1756,0,267758538,38,48,20,0,0,180,d,major,65,37,58,2,0,4,31,nan,nan
like crazy,jimin,1,2023,3,24,596,68,363369738,8,104,23,2,29,120,g,major,63,36,73,0,0,36,4,nan,nan
set me free pt.2,jimin,1,2023,3,17,340,13,168448603,4,71,16,1,9,132,nan,minor,59,56,82,12,0,12,6,nan,nan
like crazy (english version),jimin,1,2023,3,24,373,19,173627354,4,72,5,0,5,120,g,major,62,32,76,0,0,39,4,nan,nan
the astronaut,jin,1,2022,10,28,481,9,203436468,10,100,15,1,27,125,f,major,54,22,76,0,0,14,3,united states,hip-hop; rap; hip hop; power metal; instrumental; asian; chinese; guitar virtuoso; heavy metal; russian; progressive metal; shred; metal; east coast; instrumental metal; underground hip-hop; hiphop; cantonese; east coast rap; asian rap; jin; russian guitar instrumental music; seen live; underground rap; urban; speed metal; american; male vocalists; underground hip hop; underground; melodic metal; russian rock; russian metal; kpop; hip-hop violinist; ruff ryders; shred metal; chinese rap; soundtrack; indie; pop; rock; soul; japanese; progressive rock; dance; fusion; guitar; drum and bass; thrash metal; drum n bass; neurofunk; r&b; tight; rnb; christian; dnb; fun; k-pop; good; funny; clever; j-pop; true hip hop; great lyricists; freestyle; sweet; melodic rock; gangsta; defunct; love metal; c-pop; slick; real; chinatown; christian rap; all; multiple artists; underground hiphop; quick; lyricists; hip-hop and rap; real hip hop; good song; freestyle rap; male voice; spotify; east; hh; heavylaw; deepsoul; gris gris; asian hip-hop; cosmopolitan; hip-hop-rap; hip hop rap; underground emcee; chinese hip-hop; jpop and johnnys; artists and bands i have seen
flower,jisoo,1,2023,3,31,839,18,232896922,20,110,20,0,69,124,a,minor,84,64,39,3,0,11,4,nan,nan
to the moon,jnr choi,1,2021,11,5,2979,0,245095641,44,0,159,0,0,144,d,major,74,39,65,5,1,11,35,nan,nan
all of me,john legend,1,2013,8,1,27221,0,2086124197,308,118,"4,534",2,77,120,g#,major,42,33,26,92,0,13,3,united states,soul; rnb; neo-soul; singer-songwriter; hip-hop; seen live; john legend; male vocalists; neo soul; piano; r&b; american; pop; rhythm and blues; r and b; hip hop; smooth; male vocalist; urban; jazz; chillout; usa; 00s; easy listening; sexy; mellow; favorites; r'n'b; nu soul; urban soul; chill; rap; ohio; funk; hiphop; alternative; good music
on time (with john legend),"john legend, metro boomin",2,2022,12,2,398,0,78139948,2,2,6,0,2,80,f,minor,33,51,59,76,0,44,6,nan,nan
happy xmas (war is over),"john lennon, the harlem community choir, the plastic ono band, yoko ono",4,1971,12,1,10829,0,460492795,130,1,390,0,0,147,d,major,33,39,61,32,0,77,3,nan,nan
die for you,joji,1,2022,11,4,1703,0,246390068,38,45,36,16,0,148,g#,major,47,15,52,38,13,29,5,nan,nan
glimpse of us,joji,1,2022,6,10,6330,6,988515741,109,42,158,3,31,170,g#,major,44,27,32,89,0,14,5,nan,nan
slow dancing in the dark,joji,1,2018,9,12,10211,0,1122364376,38,79,65,0,1,89,d#,major,52,28,48,54,1,19,3,nan,nan
"nobody like u - from ""turning red""","jordan fisher, josh levi, finneas o'connell, 4*town (from disney and pixarï¿½ï¿½ï¿½s turning red), topher ngo, grayson vill",6,2022,2,25,918,0,120847157,34,39,30,0,0,105,a,minor,91,73,72,13,0,9,15,nan,nan
feliz navidad,josï¿½ï¿½ felic,1,1970,11,1,3788,0,520034544,21,3,10,0,0,148,d,major,50,96,82,47,0,34,4,nan,nan
traitor,"juan cruz toledo, huilen toledo",2,2021,5,21,5257,6,1230855859,85,43,134,0,,176,d#,major,29,12,33,68,0,12,5,nan,nan
cigarettes,juice wrld,1,2021,12,10,975,0,185408548,11,0,10,0,0,160,d,major,60,47,62,3,0,38,4,nan,nan
lucid dreams,juice wrld,1,2017,6,15,14749,0,2288695111,188,34,710,0,5,84,b,minor,44,22,48,38,0,33,24,nan,nan
lo siento bb:/ (with bad bunny & julieta venegas),"julieta venegas, bad bunny, tainy",3,2021,10,5,3423,26,775542072,61,65,53,6,0,170,e,minor,64,14,70,9,0,9,8,nan,nan
still with you,jung kook,1,2020,6,5,31,39,38411956,2,107,8,0,0,88,c#,minor,53,34,47,9,0,83,4,nan,nan
stay alive (prod. suga of bts),jung kook,1,2022,2,11,590,5,246376690,4,113,20,0,1,130,d,minor,51,50,76,30,0,10,7,nan,nan
abcdario,"junior h, eden muï¿½ï",2,2023,5,13,262,5,89933133,8,60,4,1,109,129,g#,major,70,42,43,78,0,11,3,nan,nan
el azul,"junior h, peso pluma",2,2023,2,10,692,25,354495408,10,107,6,3,62,144,a,minor,56,84,65,23,0,10,6,nan,nan
luna,"junior h, peso pluma",2,2023,6,22,201,11,55842345,19,117,8,1,74,128,a,minor,75,79,63,33,0,15,4,nan,nan
love yourself,justin bieber,1,2015,11,9,22730,5,2123309722,289,87,"2,430",0,36,100,e,major,61,53,38,84,0,28,44,canada,pop; black metal; justin bieber; rnb; hip-hop; r&b; brutal death metal; gay; canadian; female vocalists; death metal; male vocalists; grindcore; female vocalist; dance; shit; teen pop; rap; true norwegian black metal; national socialist black metal; deathcore; nsbm; justin; the most frostbitten and grim music from the very very very very very very inverted mountains of kxziiiimfghhhblaghl; faggot; the worst thing ever to happen to music; goregrind; brutal as fuck; seen live; guilty pleasure; electronic; pornogrind; baby; teen; metalcore; sexy; one time; rac; brutal deathcore; jb; hardcore; doom metal; crap; totec radio; fag; canada; gay metal; hip hop; officially shit; cute; heavy metal; emo; pop rock; viking metal; all things annoying in the world put together into one stupid bitch; metal; female; screamo; suicidal black metal; better than radiohead; kircore; miley cyrus; bieber; trve kvlt norwegian black metal; gayest gay that ever gayed another gay; witch house; deathgrind; post-gangsta; homoerotic wet dream nostalgia metal; homoromantic scrotum-shrinking dream pop with goregrind influences; 00s; nu metal; mathcore; porngrind; gaycore; satanic metal; male; hot; <3; raw black metal; swag; indie; love; thrash metal; male vocalist; love me; female vocal; blackened death metal; blacker than the blackest black times infinity; hatecore; depressive suicidal black metal; satanic black metal; moshcore; noise; grunge; american; post-hardcore; young; children; sucks
ghost,justin bieber,1,2021,3,19,5866,24,1167330737,107,38,95,0,,154,d,major,61,41,74,21,0,40,6,canada,pop; black metal; justin bieber; rnb; hip-hop; r&b; brutal death metal; gay; canadian; female vocalists; death metal; male vocalists; grindcore; female vocalist; dance; shit; teen pop; rap; true norwegian black metal; national socialist black metal; deathcore; nsbm; justin; the most frostbitten and grim music from the very very very very very very inverted mountains of kxziiiimfghhhblaghl; faggot; the worst thing ever to happen to music; goregrind; brutal as fuck; seen live; guilty pleasure; electronic; pornogrind; baby; teen; metalcore; sexy; one time; rac; brutal deathcore; jb; hardcore; doom metal; crap; totec radio; fag; canada; gay metal; hip hop; officially shit; cute; heavy metal; emo; pop rock; viking metal; all things annoying in the world put together into one stupid bitch; metal; female; screamo; suicidal black metal; better than radiohead; kircore; miley cyrus; bieber; trve kvlt norwegian black metal; gayest gay that ever gayed another gay; witch house; deathgrind; post-gangsta; homoerotic wet dream nostalgia metal; homoromantic scrotum-shrinking dream pop with goregrind influences; 00s; nu metal; mathcore; porngrind; gaycore; satanic metal; male; hot; <3; raw black metal; swag; indie; love; thrash metal; male vocalist; love me; female vocal; blackened death metal; blacker than the blackest black times infinity; hatecore; depressive suicidal black metal; satanic black metal; moshcore; noise; grunge; american; post-hardcore; young; children; sucks
mistletoe,justin bieber,1,2011,1,1,9577,0,629173063,195,111,310,0,0,162,f#,minor,67,88,54,51,0,9,4,canada,pop; black metal; justin bieber; rnb; hip-hop; r&b; brutal death metal; gay; canadian; female vocalists; death metal; male vocalists; grindcore; female vocalist; dance; shit; teen pop; rap; true norwegian black metal; national socialist black metal; deathcore; nsbm; justin; the most frostbitten and grim music from the very very very very very very inverted mountains of kxziiiimfghhhblaghl; faggot; the worst thing ever to happen to music; goregrind; brutal as fuck; seen live; guilty pleasure; electronic; pornogrind; baby; teen; metalcore; sexy; one time; rac; brutal deathcore; jb; hardcore; doom metal; crap; totec radio; fag; canada; gay metal; hip hop; officially shit; cute; heavy metal; emo; pop rock; viking metal; all things annoying in the world put together into one stupid bitch; metal; female; screamo; suicidal black metal; better than radiohead; kircore; miley cyrus; bieber; trve kvlt norwegian black metal; gayest gay that ever gayed another gay; witch house; deathgrind; post-gangsta; homoerotic wet dream nostalgia metal; homoromantic scrotum-shrinking dream pop with goregrind influences; 00s; nu metal; mathcore; porngrind; gaycore; satanic metal; male; hot; <3; raw black metal; swag; indie; love; thrash metal; male vocalist; love me; female vocal; blackened death metal; blacker than the blackest black times infinity; hatecore; depressive suicidal black metal; satanic black metal; moshcore; noise; grunge; american; post-hardcore; young; children; sucks
peaches (feat. daniel caesar & giveon),"justin bieber, daniel caesar, giveon",3,2021,3,19,14140,0,1445941661,231,52,612,6,,90,nan,major,63,49,68,38,0,42,18,nan,nan
honest (feat. don toliver),"justin bieber, don toliver",2,2022,4,29,1351,0,106919680,26,1,17,0,0,150,g#,minor,82,82,66,13,0,11,6,nan,nan
stay (with justin bieber),"justin bieber, the kid laroi",2,2021,7,9,17050,36,2665343922,492,99,798,31,0,170,c#,major,59,48,76,4,0,10,5,nan,nan
medallo,"justin quiles, lenny tavï¿½ï¿½rez, bl",3,2021,10,27,2780,2,393230256,54,21,57,1,0,90,e,minor,79,79,70,57,0,66,8,nan,nan
golden hour,jvke,1,2022,7,15,4511,36,751134527,70,58,109,18,230,94,c#,minor,51,14,59,65,18,25,3,nan,nan
this is what falling in love feels like,jvke,1,2021,9,3,2005,0,346127840,16,5,43,0,7,129,b,major,42,33,44,62,0,8,6,nan,nan
kahani suno 2.0,kaifi khalil,1,2022,5,31,162,6,156777415,1,10,1,0,1,140,b,major,58,26,38,91,0,10,4,nan,nan
area codes,"kaliii, kaliii",2,2023,3,17,1197,13,113509496,44,34,25,1,171,155,c#,major,82,51,39,2,0,9,49,nan,nan
moonlight,kali uchis,1,2023,2,24,2649,42,256483385,67,79,57,1,615,137,g,minor,64,88,72,51,0,17,5,nan,nan
sad girlz luv money remix (feat. kali uchis),"kali uchis, amaarae, moliy",3,2021,9,16,3643,0,354065229,69,3,70,0,3,110,c#,minor,86,31,53,43,0,11,6,nan,nan
stefania (kalush orchestra),kalush,1,2022,3,10,555,0,53729194,10,4,4,0,0,105,d,major,83,32,82,14,0,12,4,nan,nan
i know - pr1svx edit,"kanii, pr1isvx",2,2023,3,24,407,0,77377503,16,15,5,0,1,134,b,minor,67,11,76,8,47,30,7,nan,nan
bound 2,kanye west,1,2013,1,1,19806,7,703301727,33,11,274,0,0,149,c#,major,37,28,66,14,0,9,5,united states,hip-hop; rap; hip hop; rnb; kanye west; seen live; gay fish; american; pop; chicago; hiphop; soul; electronic; gayfish; producer; alternative; male vocalists; 00s; kanye; indie; rock; urban; experimental; dance; r&b; pop rap; alternative rap; electronica; alternative hip-hop; usa; good music; midwest rap
heartless,kanye west,1,2008,1,1,17504,34,887906111,63,39,"1,315",0,2,88,a#,minor,79,66,65,5,0,25,14,united states,hip-hop; rap; hip hop; rnb; kanye west; seen live; gay fish; american; pop; chicago; hiphop; soul; electronic; gayfish; producer; alternative; male vocalists; 00s; kanye; indie; rock; urban; experimental; dance; r&b; pop rap; alternative rap; electronica; alternative hip-hop; usa; good music; midwest rap
praise god,kanye west,1,2021,8,29,4651,0,376333030,24,6,105,0,0,118,c#,major,80,21,55,1,0,26,17,united states,hip-hop; rap; hip hop; rnb; kanye west; seen live; gay fish; american; pop; chicago; hiphop; soul; electronic; gayfish; producer; alternative; male vocalists; 00s; kanye; indie; rock; urban; experimental; dance; r&b; pop rap; alternative rap; electronica; alternative hip-hop; usa; good music; midwest rap
city of gods,"kanye west, alicia keys, fivio foreign",3,2022,2,11,2096,0,107255472,34,3,30,0,0,147,g#,minor,47,50,80,10,0,32,38,nan,nan
hot shit (feat. ye & lil durk),"kanye west, lil durk, cardi b",3,2022,7,1,1601,0,85924992,11,0,2,0,0,157,a,major,88,52,69,0,0,8,23,nan,nan
true love,"kanye west, xxxtentacion",2,2022,5,27,2129,0,194902696,23,1,44,1,0,84,f,minor,71,39,86,2,0,51,25,nan,nan
amargura,karol g,1,2023,2,24,1133,39,153372011,14,71,23,10,176,107,f#,minor,92,55,70,18,0,15,7,nan,nan
s91,karol g,1,2023,7,14,525,41,16011326,34,115,39,6,216,128,nan,minor,86,42,72,59,0,9,19,nan,nan
mientras me curo del cora,karol g,1,2023,2,24,1020,35,206399629,15,26,30,6,0,80,nan,major,52,57,48,86,0,15,39,nan,nan
provenza,karol g,1,2022,4,21,6587,34,885093467,114,104,147,11,20,111,c#,major,87,53,52,66,1,11,5,nan,nan
mamiii,"karol g, becky g",2,2022,2,10,6809,28,716591492,151,102,175,5,29,94,e,minor,84,90,70,9,0,14,8,nan,nan
cairo,"karol g, ovy on the drums",2,2022,11,13,2418,26,294352144,52,66,55,1,16,115,f,minor,95,43,69,47,0,9,31,nan,nan
pero tï¿,"karol g, quevedo",2,2023,2,23,387,11,93438910,11,15,14,3,1,140,f#,major,86,68,79,39,0,11,29,nan,nan
x si volvemos,"karol g, romeo santos",2,2023,2,2,2127,33,266624541,45,80,53,8,4,178,c#,minor,79,58,78,34,0,11,25,nan,nan
tqg,"karol g, shakira",2,2023,2,23,4284,49,618990393,115,123,184,18,354,180,e,minor,72,61,63,67,0,9,28,nan,nan
running up that hill (a deal with god),kate bush,1,1985,9,16,21811,0,1024858327,117,1,676,3,0,108,a#,minor,63,20,55,72,0,6,6,united kingdom,female vocalists; singer-songwriter; pop; alternative; 80s; british; rock; progressive rock; art rock; experimental; female; art pop; kate bush; alternative rock; new wave; female vocalist; 70s; baroque pop; indie; progressive pop; ethereal; progressive; avant-garde; piano; genius; 90s; pop rock; beautiful; folk; uk; english; electronic; alternative pop; classic rock; england; ambient; 00s; female voices; sensual; legend; eccentric; atmospheric; favourites; indie pop; dream pop; eclectic; chillout; unique; seen live; college rock; quirky; favourite; goddess; female vocals; sexy; britpop; amazing; female vocal; theatrical; electronica; indie rock; love; soft rock; romantic; ecto; vocal; acoustic; ambient pop
when iï¿½ï¿½ï¿½m gone (with katy,"katy perry, alesso",2,2021,12,29,3270,0,226897599,89,21,65,0,0,125,nan,major,69,70,89,4,0,49,3,nan,nan
somewhere only we know,keane,1,2004,1,1,20015,16,1089402494,107,69,"5,239",0,558,172,a,major,45,33,59,6,0,8,3,united kingdom,britpop; indie; alternative; british; rock; seen live; indie rock; pop; alternative rock; piano rock; keane; piano; uk; indie pop; male vocalists; pop rock; 00s; soft rock; brit pop; favorites; english; singer-songwriter; mellow; love; brit rock; england; electronic; pop-rock; emo; classic rock; acoustic; brit
tak ingin usai,keisya levronka,1,2022,5,13,220,4,184807630,16,5,0,0,6,130,nan,major,49,14,40,82,0,11,3,nan,nan
underneath the tree,kelly clarkson,1,2013,10,25,6596,0,485285717,144,99,251,0,0,160,g#,major,51,69,81,0,0,21,5,united states,pop; female vocalists; pop rock; rock; kelly clarkson; american idol; female; alternative; american; seen live; female vocalist; dance; singer-songwriter; 00s; pop-rock; indie; alternative rock; kelly; usa; soul; emo; teen pop; idol; punk; guilty pleasure; english; country; favorites; female artists; rnb; guilty pleasures; officially shit; electronic; love; soft rock; awesome; amazing; texas
n95,kendrick lamar,1,2022,5,13,5542,0,301242089,52,16,65,0,206,140,d#,minor,81,39,66,38,0,12,14,united states,hip-hop; rap; seen live; west coast; compton; california; hip hop; american; jazz rap; west coast rap; conscious hip hop; underground hip-hop; west coast hip-hop; black hippy; kendrick lamar; conscious hip-hop; west coast hip hop; los angeles; hiphop; underground rap; usa; male vocalists; tde; funk; jazz hop; 10s; hardcore hip-hop; swag; gangsta rap; alternative hip-hop; pop rap; abstract hip-hop; 2010s; experimental hip hop
